Sr. No.,Sr. No. Hard Copy,Directive No.,Year ID,Fiscal Year,Region ID,Region,Con ID,Constituency Name,Members Type,MP ID,MP Name,Full Name of Party,Party,Amount (Million PKR),Fund Status,Programme,Sector,Project District,Project Area
4315,137,541,10,2011-12,4,Punjab,81,NA-81 Faisalabad-VII,Elected,130,Chaudhry Saeed Iqbal,Pakistan Peoples Party Parliamentarians,PPPP,100,Consumed,PM's Directive,Development Scheme,Faisalabad,
4316,138,169,10,2011-12,4,Punjab,81,NA-81 Faisalabad-VII,Elected,130,Chaudhry Saeed Iqbal,Pakistan Peoples Party Parliamentarians,PPPP,21.699,Consumed,PM's Directive,Gas Supply,Faisalabad,"Chak No.247/RB, 246/RB, Chak No. 64/JB, Chak No. 68/JB"
4317,139,276,10,2011-12,4,Punjab,83,NA-83 Faisalabad-IX,Elected,447,Muhammad Ijaz Virk,Pakistan Peoples Party Parliamentarians,PPPP,100,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Faisalabad,
4318,140,496,10,2011-12,4,Punjab,83,NA-83 Faisalabad-IX,Elected,447,Muhammad Ijaz Virk,Pakistan Peoples Party Parliamentarians,PPPP,100,Consumed,PM's Directive,Development Scheme,Faisalabad,
4319,141,2017,10,2011-12,4,Punjab,83,NA-83 Faisalabad-IX,Elected,447,Muhammad Ijaz Virk,Pakistan Peoples Party Parliamentarians,PPPP,40,Consumed,PM's Directive,Development Scheme,Faisalabad,
4320,142,343,10,2011-12,4,Punjab,84,NA-84 Faisalabad-X,Elected,100,Chaudhry Abid Sher Ali,Pakistan Muslim League (N),PML-N,1.59,Consumed,PM's Directive,Electricity,Faisalabad,Chak No. 46/JB Sakhaira Kolian
4321,143,5,10,2011-12,4,Punjab,85,NA-85 Faisalabad-XI,Elected,212,Haji Muhammad Akram Ansari,Pakistan Muslim League (N),PML-N,1.2,Consumed,PM's Directive,Electricity,Faisalabad,
4322,144,6,10,2011-12,4,Punjab,85,NA-85 Faisalabad-XI,Elected,212,Haji Muhammad Akram Ansari,Pakistan Muslim League (N),PML-N,1.082,Consumed,PM's Directive,Press Club,Faisalabad,
4323,145,774,10,2011-12,4,Punjab,86,NA-86 Chiniot-I (Old Jhang-I),Elected,741,Syed Anayat Ali Shah,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Jhang,
4324,146,775,10,2011-12,4,Punjab,86,NA-86 Chiniot-I (Old Jhang-I),Elected,741,Syed Anayat Ali Shah,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Jhang,Chak No. 13/JB Via ahmedabad
4325,147,959,10,2011-12,4,Punjab,86,NA-86 Chiniot-I (Old Jhang-I),Elected,741,Syed Anayat Ali Shah,Pakistan Peoples Party Parliamentarians,PPPP,1,Consumed,PM's Directive,Gas Supply,Jhang,"Chak No. 10/JB, 11/JB & 465 JB"
4326,148,785,10,2011-12,4,Punjab,87,NA-87 Chiniot-II-cum Jhang (Old NA-88 Jhang-III),Elected,185,Ghulam Bibi Bharwana,Pakistan Muslim League,PML,10,Consumed,PM's Directive,Development Scheme,Jhang,
4327,149,947,10,2011-12,4,Punjab,87,NA-87 Chiniot-II-cum Jhang (Old NA-88 Jhang-III),Elected,185,Ghulam Bibi Bharwana,Pakistan Muslim League,PML,80,Consumed,PM's Directive,Electricity,Jhang,
4328,150,1015,10,2011-12,4,Punjab,87,NA-87 Chiniot-II-cum Jhang (Old NA-88 Jhang-III),Elected,185,Ghulam Bibi Bharwana,Pakistan Muslim League,PML,10,Consumed,PM's Directive,Development Scheme,Jhang,
4329,151,2158,10,2011-12,4,Punjab,87,NA-87 Chiniot-II-cum Jhang (Old NA-88 Jhang-III),Elected,185,Ghulam Bibi Bharwana,Pakistan Muslim League,PML,40,Consumed,PM's Directive,Development Scheme,Jhang,
4330,152,631,10,2011-12,4,Punjab,88,NA-88 Jhang-cum-Chiniot (Old NA 87 Jhang-II),Elected,323,Makhdoom Syed Faisal Saleh Hayat,Pakistan Muslim League,PML,100,Consumed,PM's Directive,Electricity,Jhang,
4331,153,948,10,2011-12,4,Punjab,89,NA-89 Jhang-I (Old NA-89 Jhang-IV),Elected,717,Sheikh Waqas Akram,Pakistan Muslim League,PML,44.5,Consumed,PM's Directive,Electricity,Jhang,
4332,154,949,10,2011-12,4,Punjab,89,NA-89 Jhang-I (Old NA-89 Jhang-IV),Elected,717,Sheikh Waqas Akram,Pakistan Muslim League,PML,55.5,Consumed,PM's Directive,Development Scheme,Jhang,
4333,155,1078,10,2011-12,4,Punjab,89,NA-89 Jhang-I (Old NA-89 Jhang-IV),Elected,717,Sheikh Waqas Akram,Pakistan Muslim League,PML,50,Consumed,PM's Directive,Development Scheme,Jhang,
4334,156,1080,10,2011-12,4,Punjab,89,NA-89 Jhang-I (Old NA-89 Jhang-IV),Elected,717,Sheikh Waqas Akram,Pakistan Muslim League,PML,13,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Jhang,
4335,157,51,10,2011-12,4,Punjab,90,NA-90 Jhang-II (Old NA-90 Jhang-V),Elected,635,Saima Akhtar Bharwana,Independent,IND,1.424,Consumed,PM's Directive,Electricity,Jhang,Noorwalla Pattan raod shorkot janoobi
4336,158,52,10,2011-12,4,Punjab,91,NA-91 Jhang-III (Old NA-91 Jhang-VI),Elected,633,Sahibzada Muhammad Mehboob Sultan,Pakistan Muslim League,PML,50,Consumed,PM's Directive,Electricity,Jhang,
4337,159,614,10,2011-12,4,Punjab,91,NA-91 Jhang-III (Old NA-91 Jhang-VI),Elected,633,Sahibzada Muhammad Mehboob Sultan,Pakistan Muslim League,PML,23.452,Consumed,PM's Directive,Electricity,Jhang,
4338,160,686,10,2011-12,4,Punjab,91,NA-91 Jhang-III (Old NA-91 Jhang-VI),Elected,633,Sahibzada Muhammad Mehboob Sultan,Pakistan Muslim League,PML,26.548,Consumed,PM's Directive,Electricity,Jhang,
4339,161,633,10,2011-12,4,Punjab,94,NA-94 Toba Tek Singh-III,Elected,603,Riaz Fatiana,Pakistan Muslim League,PML,50,Consumed,PM's Directive,Electricity,Toba Tek Singh,
4340,162,634,10,2011-12,4,Punjab,94,NA-94 Toba Tek Singh-III,Elected,603,Riaz Fatiana,Pakistan Muslim League,PML,50,Consumed,PM's Directive,Development Scheme,Toba Tek Singh,
4341,163,163,10,2011-12,4,Punjab,98,NA-98 Gujranwala-IV,Elected,113,Chaudhry Imtiaz Safdar Waraich,Pakistan Peoples Party Parliamentarians,PPPP,13.188,Consumed,PM's Directive,Development Scheme,Gujranwala,
4342,164,310,10,2011-12,4,Punjab,98,NA-98 Gujranwala-IV,Elected,113,Chaudhry Imtiaz Safdar Waraich,Pakistan Peoples Party Parliamentarians,PPPP,34.9,Consumed,PM's Directive,Development Scheme,Gujranwala,
4343,165,164,10,2011-12,4,Punjab,98,NA-98 Gujranwala-IV,Elected,113,Chaudhry Imtiaz Safdar Waraich,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Development Scheme,Gujranwala,
4344,166,658,10,2011-12,4,Punjab,98,NA-98 Gujranwala-IV,Elected,113,Chaudhry Imtiaz Safdar Waraich,Pakistan Peoples Party Parliamentarians,PPPP,36.62,Consumed,PM's Directive,Development Scheme,Gujranwala,
4345,167,697,10,2011-12,4,Punjab,98,NA-98 Gujranwala-IV,Elected,113,Chaudhry Imtiaz Safdar Waraich,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Electricity,Gujranwala,
4346,168,2026,10,2011-12,4,Punjab,98,NA-98 Gujranwala-IV,Elected,113,Chaudhry Imtiaz Safdar Waraich,Pakistan Peoples Party Parliamentarians,PPPP,2.988,Consumed,PM's Directive,Misc,Gujranwala,
4347,169,317,10,2011-12,4,Punjab,100,NA-100 Gujranwala-VI,Elected,136,Chaudhry Tassadiq Masood Khan,Pakistan Peoples Party Parliamentarians,PPPP,100,Consumed,PM's Directive,Development Scheme,Gujranwala,
4348,170,2062,10,2011-12,4,Punjab,100,NA-100 Gujranwala-VI,Elected,136,Chaudhry Tassadiq Masood Khan,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,PM's Directive,Sewerage,Gujranwala,
4349,171,694,10,2011-12,4,Punjab,101,NA-101 Gujranwala-VII,Elected,262,Justice (R) Iftikhar Ahmad Cheema,Pakistan Muslim League (N),PML-N,30,Consumed,PM's Directive,Development Scheme,Gujranwala,
4350,172,550,10,2011-12,4,Punjab,103,NA-103 Hafizabad-II,Elected,116,Chaudhry Liaqat Abbas Bhatti,Pakistan Muslim League,PML,100,Consumed,PM's Directive,Development Scheme,Hafizabad,
4351,173,502,10,2011-12,4,Punjab,104,NA-104 Gujrat-I,Elected,137,Chaudhry Wajahat Hussain,Pakistan Muslim League,PML,100,Consumed,PM's Directive,Development Scheme,Gujrat,
4352,174,7,10,2011-12,4,Punjab,105,NA-105 Gujrat-II,Elected,101,Chaudhry Ahmad Mukhtar,Pakistan Peoples Party Parliamentarians,PPPP,15,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Gujrat,Mohallah Shah hussain UCS 58 & 59
4353,175,239,10,2011-12,4,Punjab,105,NA-105 Gujrat-II,Elected,101,Chaudhry Ahmad Mukhtar,Pakistan Peoples Party Parliamentarians,PPPP,23.59,Consumed,PM's Directive,Electricity,Gujrat,
4354,176,240,10,2011-12,4,Punjab,105,NA-105 Gujrat-II,Elected,101,Chaudhry Ahmad Mukhtar,Pakistan Peoples Party Parliamentarians,PPPP,35.523,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Gujrat,Mohallah Shah hussain UCS 58 & 59
4355,177,241,10,2011-12,4,Punjab,105,NA-105 Gujrat-II,Elected,101,Chaudhry Ahmad Mukhtar,Pakistan Peoples Party Parliamentarians,PPPP,11.5,Consumed,PM's Directive,Development Scheme,Gujrat,
4356,178,338,10,2011-12,4,Punjab,105,NA-105 Gujrat-II,Elected,101,Chaudhry Ahmad Mukhtar,Pakistan Peoples Party Parliamentarians,PPPP,40,Consumed,PM's Directive,Misc,Gujrat,Railway line to shaheen chowk
4357,179,399,10,2011-12,4,Punjab,106,NA-106 Gujrat-III,Elected,129,Chaudhry Qamar Zaman Kaira,Pakistan Peoples Party Parliamentarians,PPPP,100,Consumed,PM's Directive,Development Scheme,Gujrat,
4358,180,8,10,2011-12,4,Punjab,106,NA-106 Gujrat-III,Elected,129,Chaudhry Qamar Zaman Kaira,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Development Scheme,Gujrat,
4359,181,2102,10,2011-12,4,Punjab,106,NA-106 Gujrat-III,Elected,129,Chaudhry Qamar Zaman Kaira,Pakistan Peoples Party Parliamentarians,PPPP,25,Consumed,PM's Directive,Electricity,Gujrat,
4360,182,110,10,2011-12,4,Punjab,108,NA-108 Mandi Bahauddin-I,Elected,477,Muhammad Tariq Tarar,Pakistan Peoples Party Parliamentarians,PPPP,35,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Mandi Bahauddin,
4361,183,113,10,2011-12,4,Punjab,108,NA-108 Mandi Bahauddin-I,Elected,477,Muhammad Tariq Tarar,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,PM's Directive,Electricity,Mandi Bahauddin,
4362,184,298,10,2011-12,4,Punjab,108,NA-108 Mandi Bahauddin-I,Elected,477,Muhammad Tariq Tarar,Pakistan Peoples Party Parliamentarians,PPPP,100,Consumed,PM's Directive,Development Scheme,Mandi Bahauddin,
4363,185,899,10,2011-12,4,Punjab,108,NA-108 Mandi Bahauddin-I,Elected,477,Muhammad Tariq Tarar,Pakistan Peoples Party Parliamentarians,PPPP,4.8,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Mandi Bahauddin,"Mouza Ruk, Tehsil Phalia"
4364,186,151,10,2011-12,4,Punjab,109,NA-109 Mandi Bahauddin-II,Elected,521,Nazar Muhammad Gondal,Pakistan Peoples Party Parliamentarians,PPPP,59.9,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Mandi Bahauddin,
4365,187,221,10,2011-12,4,Punjab,109,NA-109 Mandi Bahauddin-II,Elected,521,Nazar Muhammad Gondal,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,PM's Directive,Electricity,Mandi Bahauddin,
4366,188,222,10,2011-12,4,Punjab,109,NA-109 Mandi Bahauddin-II,Elected,521,Nazar Muhammad Gondal,Pakistan Peoples Party Parliamentarians,PPPP,3.78,Consumed,PM's Directive,Education,Mandi Bahauddin,Dera GH Abbas at Gohri Tehsil Malakwal
4367,189,489,10,2011-12,4,Punjab,109,NA-109 Mandi Bahauddin-II,Elected,521,Nazar Muhammad Gondal,Pakistan Peoples Party Parliamentarians,PPPP,76.359,Consumed,PM's Directive,Gas Supply,Mandi Bahauddin,
4368,190,490,10,2011-12,4,Punjab,109,NA-109 Mandi Bahauddin-II,Elected,521,Nazar Muhammad Gondal,Pakistan Peoples Party Parliamentarians,PPPP,56.68,Consumed,PM's Directive,Electricity,Mandi Bahauddin,
4369,191,556,10,2011-12,4,Punjab,111,NA-111 Sialkot-II,Elected,180,Firdous Aashiq Awan,Pakistan Peoples Party Parliamentarians,PPPP,150,Consumed,PM's Directive,Development Scheme,Sialkot,
4370,192,773,10,2011-12,4,Punjab,111,NA-111 Sialkot-II,Elected,180,Firdous Aashiq Awan,Pakistan Peoples Party Parliamentarians,PPPP,26.6,Consumed,PM's Directive,Misc,Sialkot,
4371,193,283,10,2011-12,4,Punjab,113,NA-113 Sialkot-IV,Elected,634,Sahibzada Syed Murtaza Amin,Pakistan Muslim League (N),PML-N,100,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Sialkot,
4372,194,9,10,2011-12,4,Punjab,113,NA-113 Sialkot-IV,Elected,634,Sahibzada Syed Murtaza Amin,Pakistan Muslim League (N),PML-N,30,Consumed,PM's Directive,Development Scheme,Sialkot,
4373,195,465,10,2011-12,4,Punjab,116,NA-116 Narowal-II,Elected,123,Chaudhry Muhammad Tariq Anis,Pakistan Peoples Party Parliamentarians,PPPP,100,Consumed,PM's Directive,Development Scheme,Narowal,
4374,196,597,10,2011-12,4,Punjab,116,NA-116 Narowal-II,Elected,123,Chaudhry Muhammad Tariq Anis,Pakistan Peoples Party Parliamentarians,PPPP,39.146,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Narowal,Pindi bukhsha muqam tehsil shakargarh
4375,197,569,10,2011-12,4,Punjab,116,NA-116 Narowal-II,Elected,123,Chaudhry Muhammad Tariq Anis,Pakistan Peoples Party Parliamentarians,PPPP,38.14,Consumed,PM's Directive,Electricity,Narowal,
4376,198,11,10,2011-12,4,Punjab,129,NA-129 Lahore-XII,Elected,790,Tariq Shabbir Mayo,Pakistan Peoples Party Parliamentarians,PPPP,25,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lahore,
4377,199,373,10,2011-12,4,Punjab,129,NA-129 Lahore-XII,Elected,790,Tariq Shabbir Mayo,Pakistan Peoples Party Parliamentarians,PPPP,40,Consumed,PM's Directive,Development Scheme,Lahore,
4378,200,593,10,2011-12,4,Punjab,129,NA-129 Lahore-XII,Elected,790,Tariq Shabbir Mayo,Pakistan Peoples Party Parliamentarians,PPPP,35,Consumed,PM's Directive,Development Scheme,Lahore,
4379,201,280,10,2011-12,4,Punjab,130,NA-130 Lahore-XIII,Elected,643,Sameena Khalid Gurki,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Development Scheme,Lahore,
4380,202,281,10,2011-12,4,Punjab,130,NA-130 Lahore-XIII,Elected,643,Sameena Khalid Gurki,Pakistan Peoples Party Parliamentarians,PPPP,60,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lahore,
4381,203,2001,10,2011-12,4,Punjab,130,NA-130 Lahore-XIII,Elected,643,Sameena Khalid Gurki,Pakistan Peoples Party Parliamentarians,PPPP,20.74,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lahore,Echo Gill Village in UC -50
4382,204,361,10,2011-12,4,Punjab,135,NA-135 Nankana Sahib-I-cum-Sheikhupura (Old Sheikhupura-V),Elected,122,Chaudhry Muhammad Barjees Tahir,Pakistan Muslim League (N),PML-N,3.1,Consumed,PM's Directive,Electricity,Sheikhupura,
4383,205,953,10,2011-12,4,Punjab,137,NA-137-Nankana Sahib-III (Old Shiekhupura-VII),Elected,624,Saeed Ahmed Zafar,Independent,IND,100,Consumed,PM's Directive,Development Scheme,Nankana Sahib,
4384,206,424,10,2011-12,4,Punjab,142,NA-142 Kasur-V,Elected,680,Sardar Talib Hassan Nakai,Pakistan Peoples Party Parliamentarians,PPPP,66.997,Consumed,PM's Directive,Development Scheme,Kasur,
4385,207,425,10,2011-12,4,Punjab,142,NA-142 Kasur-V,Elected,680,Sardar Talib Hassan Nakai,Pakistan Peoples Party Parliamentarians,PPPP,33.003,Consumed,PM's Directive,Electricity,Kasur,
4386,208,2154,10,2011-12,4,Punjab,142,NA-142 Kasur-V,Elected,680,Sardar Talib Hassan Nakai,Pakistan Peoples Party Parliamentarians,PPPP,3,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Kasur,
4387,209,417,10,2011-12,4,Punjab,143,NA-143 Okara-I,Elected,98,Captain (R) Rai Ghulam Mujtaba Kharral,Pakistan Peoples Party Parliamentarians,PPPP,48.796,Consumed,PM's Directive,Gas Supply,Okara,Lashri & Kunda Burewala
4388,210,720,10,2011-12,4,Punjab,143,NA-143 Okara-I,Elected,98,Captain (R) Rai Ghulam Mujtaba Kharral,Pakistan Peoples Party Parliamentarians,PPPP,51.204,Consumed,PM's Directive,Development Scheme,Okara,
4389,211,846,10,2011-12,4,Punjab,144,NA-144 Okara-II,Elected,131,Chaudhry Sajjadul Hassan,Pakistan Peoples Party Parliamentarians,PPPP,75,Consumed,PM's Directive,Development Scheme,Okara,
4390,212,564,10,2011-12,4,Punjab,144,NA-144 Okara-II,Elected,131,Chaudhry Sajjadul Hassan,Pakistan Peoples Party Parliamentarians,PPPP,25,Consumed,PM's Directive,Development Scheme,Okara,
4391,213,12,10,2011-12,4,Punjab,144,NA-144 Okara-II,Elected,131,Chaudhry Sajjadul Hassan,Pakistan Peoples Party Parliamentarians,PPPP,15.3,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Okara,
4392,214,49,10,2011-12,4,Punjab,145,NA-145 Okara-III,Elected,771,Syed Sumsam Ali Shah Bukhari,Pakistan Peoples Party Parliamentarians,PPPP,6,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Okara,"Chak No. 28/2-L, 27/2-L"
4393,215,50,10,2011-12,4,Punjab,145,NA-145 Okara-III,Elected,771,Syed Sumsam Ali Shah Bukhari,Pakistan Peoples Party Parliamentarians,PPPP,4.3,Consumed,PM's Directive,Misc,Okara,chak No. 28/2-L
4394,216,960,10,2011-12,4,Punjab,145,NA-145 Okara-III,Elected,771,Syed Sumsam Ali Shah Bukhari,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Development Scheme,Okara,
4395,217,1050,10,2011-12,4,Punjab,145,NA-145 Okara-III,Elected,771,Syed Sumsam Ali Shah Bukhari,Pakistan Peoples Party Parliamentarians,PPPP,18.589,Consumed,PM's Directive,Gas Supply,Okara,"Chaks, 1-1-Al, 2-1/AL and 13"
4396,218,379,10,2011-12,4,Punjab,146,NA-146 Okara-IV,Elected,347,Manzoor Ahmed Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,40,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Okara,
4397,219,380,10,2011-12,4,Punjab,146,NA-146 Okara-IV,Elected,347,Manzoor Ahmed Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,30,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Okara,
4398,220,381,10,2011-12,4,Punjab,146,NA-146 Okara-IV,Elected,347,Manzoor Ahmed Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Electricity,Okara,
4399,221,2113,10,2011-12,4,Punjab,146,NA-146 Okara-IV,Elected,347,Manzoor Ahmed Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,40,Consumed,PM's Directive,Gas Supply,Okara,
4400,222,674,10,2011-12,4,Punjab,147,NA-147 Okara-V,Elected,287,Khurram Jahangir Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,1.605,Consumed,PM's Directive,Railway,Okara,
4401,223,383,10,2011-12,4,Punjab,147,NA-147 Okara-V,Elected,287,Khurram Jahangir Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,45,Consumed,PM's Directive,Sewerage,Okara,
4402,224,56,10,2011-12,4,Punjab,147,NA-147 Okara-V,Elected,287,Khurram Jahangir Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,19.022,Consumed,PM's Directive,Electricity,Okara,
4403,225,889,10,2011-12,4,Punjab,147,NA-147 Okara-V,Elected,287,Khurram Jahangir Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,24.94,Consumed,PM's Directive,Gas Supply,Okara,
4404,226,382,10,2011-12,4,Punjab,147,NA-147 Okara-V,Elected,287,Khurram Jahangir Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Electricity,Okara,
4405,227,761,10,2011-12,4,Punjab,149,NA-149 Multan-II,Elected,316,Makhdoom Javed Hashmi,Pakistan Muslim League (N),PML-N,30,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Multan,
4406,228,60,10,2011-12,4,Punjab,152,NA-152 Multan-V,Elected,514,Nawab Liaqat Ali Khan,Pakistan Peoples Party Parliamentarians,PPPP,40,Consumed,PM's Directive,Electricity,Multan,
4407,229,347,10,2011-12,4,Punjab,152,NA-152 Multan-V,Elected,514,Nawab Liaqat Ali Khan,Pakistan Peoples Party Parliamentarians,PPPP,100,Consumed,PM's Directive,Development Scheme,Multan,
4408,230,512,10,2011-12,4,Punjab,153,NA-153 Multan-VI,Elected,144,Dewan Syed Ashiq Hussain Bukhari,Pakistan Muslim League (N),PML-N,50,Consumed,PM's Directive,Development Scheme,Multan,
4409,231,154,10,2011-12,4,Punjab,153,NA-153 Multan-VI,Elected,144,Dewan Syed Ashiq Hussain Bukhari,Pakistan Muslim League (N),PML-N,50,Consumed,PM's Directive,Electricity,Multan,
4410,232,341,10,2011-12,4,Punjab,154,NA-154 Lodhran-I,Elected,474,Muhammad Siddique Khan Baloch,Pakistan Muslim League,PML,40,Consumed,PM's Directive,Development Scheme,Lodhran,
4411,233,342,10,2011-12,4,Punjab,154,NA-154 Lodhran-I,Elected,474,Muhammad Siddique Khan Baloch,Pakistan Muslim League,PML,100,Consumed,PM's Directive,Electricity,Lodhran,
4412,234,560,10,2011-12,4,Punjab,154,NA-154 Lodhran-I,Elected,474,Muhammad Siddique Khan Baloch,Pakistan Muslim League,PML,18,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lodhran,
4413,235,561,10,2011-12,4,Punjab,154,NA-154 Lodhran-I,Elected,474,Muhammad Siddique Khan Baloch,Pakistan Muslim League,PML,82,Consumed,PM's Directive,Electricity,Lodhran,
4414,236,581,10,2011-12,4,Punjab,154,NA-154 Lodhran-I,Elected,474,Muhammad Siddique Khan Baloch,Pakistan Muslim League,PML,28,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lodhran,"Basti Arain , Pull Bhattian"
4415,237,292,10,2011-12,4,Punjab,156,NA-156 Khanewal-I,Elected,415,Mohammad Raza Hayat Harraj,Pakistan Muslim League,PML,20,Consumed,PM's Directive,Electricity,Khanewal,
4416,238,303,10,2011-12,4,Punjab,156,NA-156 Khanewal-I,Elected,415,Mohammad Raza Hayat Harraj,Pakistan Muslim League,PML,10.903,Consumed,PM's Directive,Gas Supply,Khanewal,Basti sajdaabad multan kabirwala mouza koral baloch
4417,239,304,10,2011-12,4,Punjab,156,NA-156 Khanewal-I,Elected,415,Mohammad Raza Hayat Harraj,Pakistan Muslim League,PML,6.531,Consumed,PM's Directive,Gas Supply,Khanewal,
4418,240,513,10,2011-12,4,Punjab,156,NA-156 Khanewal-I,Elected,415,Mohammad Raza Hayat Harraj,Pakistan Muslim League,PML,62.566,Consumed,PM's Directive,Electricity,Khanewal,
4419,241,608,10,2011-12,4,Punjab,156,NA-156 Khanewal-I,Elected,415,Mohammad Raza Hayat Harraj,Pakistan Muslim League,PML,40.852,Consumed,PM's Directive,Electricity,Khanewal,
4420,242,514,10,2011-12,4,Punjab,157,NA-157 Khanewal-II,Elected,224,Hamid Yar Hirraj,Pakistan Muslim League,PML,100,Consumed,PM's Directive,Electricity,Khanewal,
4421,243,598,10,2011-12,4,Punjab,158,NA-158 Khanewal-III,Elected,549,Pir Muhammad Aslam Bodla,Pakistan Muslim League,PML,100,Consumed,PM's Directive,Electricity,Khanewal,
4422,244,699,10,2011-12,4,Punjab,158,NA-158 Khanewal-III,Elected,549,Pir Muhammad Aslam Bodla,Pakistan Muslim League,PML,13.184,Consumed,PM's Directive,Gas Supply,Khanewal,Chak No.9/B-8-R Ghouse pur qureshian
4423,245,599,10,2011-12,4,Punjab,159,NA-159 Khanewal-IV,Elected,111,Chaudhry Iftikhar Nazir,Pakistan Peoples Party Parliamentarians,PPPP,65,Consumed,PM's Directive,Electricity,Khanewal,
4424,246,600,10,2011-12,4,Punjab,159,NA-159 Khanewal-IV,Elected,111,Chaudhry Iftikhar Nazir,Pakistan Peoples Party Parliamentarians,PPPP,35,Consumed,PM's Directive,Development Scheme,Khanewal,
4425,247,603,10,2011-12,4,Punjab,161,NA-161 Sahiwal-II,Elected,187,Ghulam Farid Kathia,Pakistan Peoples Party Parliamentarians,PPPP,30,Consumed,PM's Directive,Electricity,Sahiwal,
4426,248,759,10,2011-12,4,Punjab,161,NA-161 Sahiwal-II,Elected,187,Ghulam Farid Kathia,Pakistan Peoples Party Parliamentarians,PPPP,70,Consumed,PM's Directive,Development Scheme,Sahiwal,
4427,249,13,10,2011-12,4,Punjab,162,NA-162 Sahiwal-III,Elected,139,Chaudhry Zahid Iqbal,Pakistan Peoples Party Parliamentarians,PPPP,72,Consumed,PM's Directive,Development Scheme,Sahiwal,
4428,250,53,10,2011-12,4,Punjab,162,NA-162 Sahiwal-III,Elected,139,Chaudhry Zahid Iqbal,Pakistan Peoples Party Parliamentarians,PPPP,6.713,Consumed,PM's Directive,Misc,Sahiwal,Ghalla Mandi Phase-11 Tehsil Chichawatni
4429,251,881,10,2011-12,4,Punjab,162,NA-162 Sahiwal-III,Elected,139,Chaudhry Zahid Iqbal,Pakistan Peoples Party Parliamentarians,PPPP,68.287,Consumed,PM's Directive,Development Scheme,Sahiwal,
4430,252,2092,10,2011-12,4,Punjab,162,NA-162 Sahiwal-III,Elected,139,Chaudhry Zahid Iqbal,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,PM's Directive,Gas Supply,Sahiwal,
4431,253,635,10,2011-12,4,Punjab,163,NA-163 Sahiwal-IV,Elected,338,Malik Nauman Ahmad Langrial,Pakistan Muslim League,PML,37.8,Consumed,PM's Directive,Development Scheme,Sahiwal,
4432,254,636,10,2011-12,4,Punjab,163,NA-163 Sahiwal-IV,Elected,338,Malik Nauman Ahmad Langrial,Pakistan Muslim League,PML,62.2,Consumed,PM's Directive,Electricity,Sahiwal,
4433,255,645,10,2011-12,4,Punjab,163,NA-163 Sahiwal-IV,Elected,338,Malik Nauman Ahmad Langrial,Pakistan Muslim League,PML,25,Consumed,PM's Directive,Development Scheme,Sahiwal,
4434,256,238,10,2011-12,4,Punjab,167,NA-167 Vehari-I,Elected,106,Chaudhry Asghar Ali Jatt,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Electricity,Vehari,
